Date,Open,High,Low,Close,Adj Close,Volume
2017-08-21,5091.310059,5105.939941,5066.189941,5087.589844,5087.589844,59101700
2017-08-22,5112.129883,5137.540039,5101.680176,5131.859863,5131.859863,57269900
2017-08-23,5125.029785,5149.080078,5105.549805,5115.390137,5115.390137,58660400
2017-08-24,5127.709961,5136.299805,5111.859863,5113.129883,5113.129883,55558700
2017-08-25,5121.47998,5141.049805,5098.509766,5104.330078,5104.330078,57203600
2017-08-28,5076.470215,5106.25,5066.009766,5079.75,5079.75,37172200
2017-08-29,5035.379883,5041.890137,4995.069824,5031.919922,5031.919922,83662800
2017-08-30,5063.240234,5069.120117,5046.069824,5056.339844,5056.339844,61690100
2017-08-31,5083.120117,5104.779785,5068.439941,5085.589844,5085.589844,108192000
2017-09-01,5117.189941,5138.419922,5115.950195,5123.259766,5123.259766,75774600
2017-09-04,5088.279785,5114.700195,5088.279785,5103.970215,5103.970215,44171300
2017-09-05,5107.189941,5125.799805,5081.080078,5086.560059,5086.560059,72150200
2017-09-06,5054.319824,5114.290039,5050.089844,5101.410156,5101.410156,173147800
2017-09-07,5118.839844,5148.060059,5103.149902,5114.620117,5114.620117,84862300
2017-09-08,5099.310059,5117.890137,5086.509766,5113.490234,5113.490234,84096300
2017-09-11,5145.779785,5180.25,5145.779785,5176.709961,5176.709961,76915100
2017-09-12,5192.75,5219.080078,5184.470215,5209.009766,5209.009766,79355100
2017-09-13,5205.209961,5227.0,5200.209961,5217.589844,5217.589844,86353100
2017-09-14,5205.180176,5233.540039,5201.649902,5225.200195,5225.200195,79396000
2017-09-15,5220.890137,5237.169922,5201.970215,5213.910156,5213.910156,259691200
2017-09-18,5231.990234,5239.879883,5221.560059,5229.319824,5229.319824,61537100
2017-09-19,5223.290039,5238.290039,5219.709961,5237.439941,5237.439941,66921900
2017-09-20,5230.509766,5248.790039,5230.02002,5241.660156,5241.660156,65750000
2017-09-21,5259.02002,5275.419922,5257.439941,5267.290039,5267.290039,84829300
2017-09-22,5277.390137,5295.930176,5271.879883,5281.290039,5281.290039,71447900
2017-09-25,5267.990234,5286.830078,5260.459961,5267.129883,5267.129883,64221800
2017-09-26,5263.950195,5274.580078,5255.109863,5268.759766,5268.759766,70839200
2017-09-27,5281.299805,5289.890137,5272.319824,5281.959961,5281.959961,74049900
2017-09-28,5286.049805,5295.27002,5279.100098,5293.77002,5293.77002,67809900
2017-09-29,5297.419922,5329.810059,5284.740234,5329.810059,5329.810059,85230900
2017-10-02,5332.919922,5350.439941,5326.660156,5350.439941,5350.439941,68575600
2017-10-03,5362.75,5370.890137,5355.299805,5367.410156,5367.410156,58748500
2017-10-04,5369.240234,5369.450195,5345.200195,5363.22998,5363.22998,80019900
2017-10-05,5355.910156,5381.740234,5355.910156,5379.209961,5379.209961,70314300
2017-10-06,5378.069824,5378.069824,5350.259766,5359.899902,5359.899902,66128500
2017-10-09,5364.810059,5378.509766,5351.680176,5365.830078,5365.830078,55296900
2017-10-10,5364.160156,5372.27002,5351.790039,5363.649902,5363.649902,59718000
2017-10-11,5367.379883,5367.379883,5338.140137,5362.410156,5362.410156,71441700
2017-10-12,5358.419922,5361.919922,5342.689941,5360.810059,5360.810059,56447100
2017-10-13,5362.72998,5371.649902,5344.959961,5351.740234,5351.740234,73942000
2017-10-16,5362.529785,5371.620117,5347.609863,5362.879883,5362.879883,63076900
2017-10-17,5372.649902,5376.689941,5347.549805,5361.370117,5361.370117,64933200
2017-10-18,5368.089844,5394.22998,5359.680176,5383.810059,5383.810059,64165900
2017-10-19,5371.0,5377.810059,5343.0,5368.290039,5368.290039,86686600
2017-10-20,5389.47998,5392.089844,5368.209961,5372.379883,5372.379883,92307000
2017-10-23,5377.450195,5408.740234,5367.649902,5386.810059,5386.810059,63702000
2017-10-24,5377.859863,5413.029785,5377.859863,5394.799805,5394.799805,74560600
2017-10-25,5399.609863,5416.540039,5364.160156,5374.890137,5374.890137,80466800
2017-10-26,5383.439941,5459.609863,5375.259766,5455.399902,5455.399902,90950700
2017-10-27,5470.339844,5513.529785,5470.240234,5494.129883,5494.129883,95585200
2017-10-30,5488.330078,5507.560059,5487.290039,5493.629883,5493.629883,67428800
2017-10-31,5492.629883,5511.25,5489.410156,5503.290039,5503.290039,75164700
2017-11-01,5524.379883,5536.399902,5514.290039,5514.290039,5514.290039,75303700
2017-11-02,5510.959961,5520.810059,5486.240234,5510.5,5510.5,70253200
2017-11-03,5513.470215,5521.919922,5498.290039,5517.970215,5517.970215,75125000
2017-11-06,5507.069824,5513.310059,5492.899902,5507.25,5507.25,70213800
2017-11-07,5521.75,5525.549805,5475.919922,5480.640137,5480.640137,78339100
2017-11-08,5487.529785,5496.080078,5452.200195,5471.430176,5471.430176,92596200
2017-11-09,5470.180176,5479.700195,5401.430176,5407.75,5407.75,98897900
2017-11-10,5405.549805,5415.879883,5375.120117,5380.720215,5380.720215,84901400
2017-11-13,5382.649902,5384.759766,5301.02002,5341.629883,5341.629883,84572600
2017-11-14,5345.299805,5365.640137,5301.569824,5315.580078,5315.580078,90263700
2017-11-15,5301.140137,5312.390137,5267.220215,5301.25,5301.25,94175400
2017-11-16,5325.410156,5345.22998,5312.870117,5336.390137,5336.390137,74296300
2017-11-17,5335.850098,5350.25,5304.350098,5319.169922,5319.169922,88650100
2017-11-20,5311.279785,5348.149902,5302.850098,5340.450195,5340.450195,66757000
2017-11-21,5335.839844,5385.859863,5326.859863,5366.149902,5366.149902,74777300
2017-11-22,5364.609863,5391.009766,5352.759766,5352.759766,5352.759766,67526600
2017-11-23,5339.759766,5391.890137,5330.319824,5379.540039,5379.540039,55368500
2017-11-24,5374.399902,5419.879883,5374.399902,5390.459961,5390.459961,54357200
2017-11-27,5378.959961,5408.470215,5359.390137,5360.089844,5360.089844,62120700
2017-11-28,5366.379883,5398.189941,5357.279785,5390.47998,5390.47998,65960000
2017-11-29,5416.490234,5441.689941,5394.890137,5398.049805,5398.049805,92621500
2017-11-30,5402.660156,5429.649902,5372.589844,5372.790039,5372.790039,128032500
2017-12-01,5374.129883,5378.319824,5299.060059,5316.890137,5316.890137,99908800
2017-12-04,5363.290039,5400.100098,5350.589844,5389.290039,5389.290039,81907500
2017-12-05,5382.22998,5392.47998,5349.790039,5375.529785,5375.529785,77844600
2017-12-06,5333.319824,5385.529785,5316.549805,5374.350098,5374.350098,78019500
2017-12-07,5374.569824,5396.310059,5365.75,5383.859863,5383.859863,81173900
2017-12-08,5411.910156,5425.75,5393.560059,5399.089844,5399.089844,90629200
2017-12-11,5411.709961,5411.709961,5382.5,5386.830078,5386.830078,68771400
2017-12-12,5394.930176,5427.189941,5359.759766,5427.189941,5427.189941,80840200
2017-12-13,5415.319824,5429.029785,5393.97998,5399.450195,5399.450195,87609600
2017-12-14,5392.0,5400.279785,5357.140137,5357.140137,5357.140137,78206300
2017-12-15,5340.339844,5360.870117,5330.100098,5349.299805,5349.299805,157439000
2017-12-18,5386.399902,5427.870117,5386.399902,5420.580078,5420.580078,81891400
2017-12-19,5409.649902,5420.640137,5380.149902,5382.910156,5382.910156,63736200
2017-12-20,5377.919922,5382.370117,5338.029785,5352.77002,5352.77002,68688100
2017-12-21,5332.390137,5389.799805,5323.540039,5385.970215,5385.970215,70387200
2017-12-22,5371.0,5385.959961,5355.439941,5364.720215,5364.720215,46753800
2017-12-27,5359.819824,5388.140137,5352.529785,5368.839844,5368.839844,41098800
2017-12-28,5367.700195,5370.430176,5331.160156,5339.419922,5339.419922,42420600
2017-12-29,5336.149902,5344.049805,5312.560059,5312.560059,5312.560059,46218500
2018-01-02,5318.740234,5318.740234,5258.660156,5288.600098,5288.600098,66802600
2018-01-03,5295.310059,5347.629883,5291.890137,5331.279785,5331.279785,75371700
2018-01-04,5360.009766,5430.720215,5360.009766,5413.689941,5413.689941,92583500
2018-01-05,5424.160156,5470.75,5422.779785,5470.75,5470.75,76275800
2018-01-08,5483.470215,5499.149902,5478.919922,5487.419922,5487.419922,72318000
2018-01-09,5491.910156,5525.669922,5491.910156,5523.939941,5523.939941,78844900
2018-01-10,5518.319824,5529.299805,5487.560059,5504.680176,5504.680176,96478300
2018-01-11,5514.089844,5516.589844,5478.970215,5488.549805,5488.549805,83544400
2018-01-12,5502.629883,5520.180176,5486.089844,5517.060059,5517.060059,80659900
2018-01-15,5515.549805,5525.009766,5501.279785,5509.689941,5509.689941,56215000
2018-01-16,5513.700195,5535.950195,5500.220215,5513.819824,5513.819824,69422000
2018-01-17,5496.259766,5518.390137,5485.02002,5493.990234,5493.990234,72741600
2018-01-18,5511.299805,5515.160156,5474.109863,5494.830078,5494.830078,82084500
2018-01-19,5493.990234,5528.890137,5490.319824,5526.509766,5526.509766,78466200
2018-01-22,5520.209961,5543.060059,5512.27002,5541.990234,5541.990234,77421200
2018-01-23,5563.560059,5567.029785,5521.830078,5535.259766,5535.259766,85807600
2018-01-24,5532.850098,5538.580078,5495.160156,5495.160156,5495.160156,85219400
2018-01-25,5493.810059,5525.759766,5456.049805,5481.209961,5481.209961,84803300
2018-01-26,5496.830078,5539.77002,5493.660156,5529.149902,5529.149902,65388300
2018-01-29,5534.140137,5537.529785,5517.669922,5521.589844,5521.589844,60112400
2018-01-30,5493.930176,5518.939941,5464.850098,5473.779785,5473.779785,80083100
2018-01-31,5483.509766,5496.779785,5471.180176,5481.930176,5481.930176,83562500
2018-02-01,5510.589844,5529.399902,5432.589844,5454.549805,5454.549805,87026200
2018-02-02,5433.839844,5437.259766,5364.97998,5364.97998,5364.97998,99312300
2018-02-05,5322.939941,5332.77002,5283.27002,5285.830078,5285.830078,96711900
2018-02-06,5104.279785,5226.129883,5101.149902,5161.810059,5161.810059,175358700
2018-02-07,5208.109863,5267.879883,5169.399902,5255.899902,5255.899902,117755000
2018-02-08,5229.779785,5248.439941,5129.52002,5151.680176,5151.680176,123977500
2018-02-09,5133.459961,5155.870117,5051.209961,5079.209961,5079.209961,143039900
2018-02-12,5130.399902,5165.75,5113.819824,5140.060059,5140.060059,93467100
2018-02-13,5136.089844,5155.220215,5109.240234,5109.240234,5109.240234,78507900
2018-02-14,5137.569824,5188.140137,5081.620117,5165.259766,5165.259766,109723700
2018-02-15,5211.709961,5255.080078,5204.439941,5222.52002,5222.52002,97295500
2018-02-16,5249.419922,5291.47998,5245.799805,5281.580078,5281.580078,101183700
2018-02-19,5295.330078,5297.370117,5249.890137,5256.180176,5256.180176,51447900
2018-02-20,5257.430176,5291.810059,5249.850098,5289.859863,5289.859863,75702000
2018-02-21,5278.47998,5303.810059,5255.77002,5302.169922,5302.169922,72945400
2018-02-22,5272.430176,5321.189941,5253.200195,5309.22998,5309.22998,87528200
2018-02-23,5312.299805,5322.350098,5292.700195,5317.370117,5317.370117,68488500
2018-02-26,5343.569824,5357.359863,5329.509766,5344.259766,5344.259766,67882600
2018-02-27,5358.569824,5363.52002,5329.790039,5343.930176,5343.930176,76239100
2018-02-28,5321.5,5357.060059,5312.620117,5320.490234,5320.490234,84387800
2018-03-01,5304.810059,5315.77002,5242.870117,5262.560059,5262.560059,112757700
2018-03-02,5223.140137,5226.109863,5121.240234,5136.580078,5136.580078,117629800
2018-03-05,5116.390137,5176.52002,5115.939941,5167.22998,5167.22998,120940100
2018-03-06,5203.109863,5216.600098,5170.140137,5170.22998,5170.22998,90489200
2018-03-07,5151.689941,5203.060059,5134.509766,5187.830078,5187.830078,93450600
2018-03-08,5189.140137,5264.359863,5186.279785,5254.100098,5254.100098,92799400
2018-03-09,5243.089844,5293.080078,5241.509766,5274.399902,5274.399902,75500400
2018-03-12,5298.220215,5302.419922,5258.109863,5276.709961,5276.709961,64074300
2018-03-13,5284.839844,5311.660156,5225.27002,5242.790039,5242.790039,87014000
2018-03-14,5237.75,5272.720215,5224.310059,5233.359863,5233.359863,73618000
2018-03-15,5252.220215,5274.939941,5235.939941,5267.259766,5267.259766,82441300
2018-03-16,5259.359863,5299.22998,5258.509766,5282.75,5282.75,150258600
2018-03-19,5263.390137,5265.439941,5210.069824,5222.839844,5222.839844,76919000
2018-03-20,5232.120117,5255.100098,5208.509766,5252.430176,5252.430176,66443200
2018-03-21,5252.779785,5257.240234,5220.259766,5239.740234,5239.740234,69220400
2018-03-22,5205.169922,5231.169922,5119.290039,5167.209961,5167.209961,104323700
2018-03-23,5115.819824,5128.709961,5059.669922,5095.220215,5095.220215,102365000
2018-03-26,5106.339844,5126.990234,5043.27002,5066.279785,5066.279785,83600900
2018-03-27,5141.399902,5149.049805,5100.209961,5115.740234,5115.740234,84280000
2018-03-28,5073.419922,5130.439941,5038.120117,5130.439941,5130.439941,102195900
2018-03-29,5152.029785,5194.97998,5134.75,5167.299805,5167.299805,92382200
2018-04-03,5144.629883,5171.620117,5118.689941,5152.120117,5152.120117,81857300
2018-04-04,5155.470215,5163.629883,5094.689941,5141.799805,5141.799805,91113200
2018-04-05,5216.680176,5280.609863,5213.629883,5276.669922,5276.669922,94689000
2018-04-06,5256.25,5282.720215,5243.02002,5258.240234,5258.240234,68854400
2018-04-09,5271.0,5289.720215,5247.569824,5263.390137,5263.390137,60670000
2018-04-10,5299.580078,5312.879883,5281.580078,5307.560059,5307.560059,78090500
2018-04-11,5301.439941,5303.319824,5264.27002,5277.939941,5277.939941,68231500
2018-04-12,5280.660156,5309.970215,5266.359863,5309.220215,5309.220215,82203700
2018-04-13,5318.129883,5339.049805,5303.379883,5315.02002,5315.02002,68375700
2018-04-16,5322.410156,5322.410156,5298.939941,5312.959961,5312.959961,60319200
2018-04-17,5325.629883,5370.22998,5317.120117,5353.540039,5353.540039,81726700
2018-04-18,5360.450195,5381.740234,5359.629883,5380.169922,5380.169922,82529900
2018-04-19,5389.819824,5397.839844,5377.109863,5391.640137,5391.640137,74094100
2018-04-20,5395.129883,5425.790039,5381.109863,5412.830078,5412.830078,87342700
2018-04-23,5404.720215,5440.839844,5392.580078,5438.549805,5438.549805,65848500
2018-04-24,5428.180176,5446.700195,5414.399902,5444.160156,5444.160156,90205000
2018-04-25,5414.149902,5442.319824,5388.669922,5413.299805,5413.299805,78056400
2018-04-26,5416.75,5460.009766,5407.580078,5453.580078,5453.580078,83179000
2018-04-27,5454.25,5483.189941,5453.970215,5483.189941,5483.189941,71130200
2018-04-30,5477.439941,5521.439941,5474.47998,5520.5,5520.5,73369100
2018-05-02,5511.459961,5538.72998,5509.080078,5529.220215,5529.220215,93979100
2018-05-03,5515.359863,5523.779785,5489.629883,5501.660156,5501.660156,79259400
2018-05-04,5495.709961,5516.049805,5485.990234,5516.049805,5516.049805,85333000
2018-05-07,5511.939941,5532.120117,5503.700195,5531.419922,5531.419922,45591900
